"name","Type","Color","Color Category","manacost","maybeboard","tags"
"Yotian Frontliner","Artifact Creature - Soldier","W","White","{1}","false","W - Attack!"
"Accorder Paladin","Creature - Human Knight","W","White","{1}{W}","false","W - Attack!"
"Adanto Vanguard","Creature - Vampire Soldier","W","White","{1}{W}","false","W - Attack!"
"Adanto Vanguard","Creature - Vampire Soldier","W","White","{1}{W}","false","W - Vampires"
"Adorned Pouncer","Creature - Cat","W","White","{1}{W}","false","W - Cats"
"Adorned Pouncer","Creature - Cat","W","White","{1}{W}","false","W - Populate"
"Ajani's Pridemate","Creature - Cat Soldier","W","White","","false","W - Cats"
"Ajani's Pridemate","Creature - Cat Soldier","W","White","","false","W - Lifegain 2"
"Akroan Skyguard","Creature - Human Soldier","W","White","{1}{W}","false","WU - Heroic"
"Akroan Skyguard","Creature - Human Soldier","W","White","{1}{W}","false","W - Heroic"
"Amrou Scout","Creature - Kithkin Rebel Scout","W","White","{1}{W}","false","W - Rebels"
"Anafenza, Kin-Tree Spirit","Legendary Creature - Spirit Soldier","W","White","{W}{W}","false","W - Heavily Armored 1"
"Angelic Page","Creature - Angel Spirit","W","White","{1}{W}","false","W - Serra's Realm"
"Auriok Steelshaper","Creature - Human Soldier","W","White","{1}{W}","false","W - Equipment 1"
"Aven Squire","Creature - Bird Soldier","W","White","{1}{W}","false","W - Exalted"
"Battlefield Medic","Creature - Human Cleric","W","White","{1}{W}","false","W - Clerics"
"Bishop of Wings","Creature - Human Cleric","W","White","{W}{W}","false","W - Angels 2"
"Cathar Commando","Creature - Human Soldier","W","White","{1}{W}","false","W - Exalted"
"Charismatic Conqueror","Creature - Vampire Soldier","W","White","{1}{W}","false","W - Vampires"
"Charming Prince","Creature - Human Noble","W","White","{1}{W}","false","W - Blink"
"Charming Prince","Creature - Human Noble","W","White","{1}{W}","false","W - Lifegain 1"
"Coppercoat Vanguard","Creature - Human Soldier","W","White","{1}{W}","false","W - Humans"
"Daxos, Blessed by the Sun","Legendary Enchantment Creature - Demigod","W","White","{W}{W}","false","W - Lifegain 2"
"Defiant Falcon","Creature - Rebel Bird","W","White","{1}{W}","false","W - Rebels"
"Drannith Healer","Creature - Human Cleric","W","White","{1}{W}","false","W - Cycling"
"Dusk Legion Duelist","Creature - Vampire Soldier","W","White","{1}{W}","false","W - Heavily Armored 1"
"Eight-and-a-Half-Tails","Legendary Creature - Fox Cleric","W","White","{W}{W}","false","W - Clerics"
"Enduring Sliver","Creature - Sliver","W","White","{1}{W}","false","W - Slivers"
"Expendable Troops","Creature - Human Soldier","W","White","{1}{W}","false","W - Serra's Realm"
"Fearless Fledgling","Creature - Griffin","W","White","{1}{W}","false","W - Landfall"
"Field Surgeon","Creature - Human Cleric","W","White","{1}{W}","false","W - Clerics"
"Giada, Font of Hope","Legendary Creature - Angel","W","White","{1}{W}","false","W - Angels 3"
"Gold Myr","Artifact Creature - Myr","W","White","{2}","false","5C - Myr"
"Grateful Apparition","Creature - Spirit","W","White","{1}{W}","false","W - Heavily Armored 1"
"Gust Walker","Creature - Human Wizard","W","White","{1}{W}","false","GW - Party Time"
"Hanweir Militia Captain","Creature - Human Soldier","W","White","{1}{W}","false","W - Humans"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hare Apparent","Creature - Rabbit Noble","W","White","{1}{W}","false","W - Rabbits"
"Hero of Precinct One","Creature - Human Warrior","W","White","{1}{W}","false","W - Hero"
"Illuminator Virtuoso","Creature - Human Rogue","W","White","{1}{W}","false","WU - Heroic"
"Imposing Sovereign","Creature - Human Noble","W","White","{1}{W}","false","W - Taxes"
"Imposing Sovereign","Creature - Human Noble","W","White","{1}{W}","false","WB - Monarch"
"Kazandu Blademaster","Creature - Human Soldier Ally","W","White","{W}{W}","false","W - Allies"
"Kemba, Kha Enduring","Legendary Creature - Cat Cleric","W","White","{1}{W}","false","W - Equipment 1"
"Knight of Grace","Creature - Human Knight","W","White","{1}{W}","false","WB - Knights"
"Knight of the White Orchid","Creature - Human Knight","W","White","{W}{W}","false","W - Landfall"
"Kor Bladewhirl","Creature - Kor Soldier Ally","W","White","{1}{W}","false","W - Allies"
"Kor Spiritdancer","Creature - Kor Wizard","W","White","{1}{W}","false","W - Auras"
"Leonin Lightscribe","Creature - Cat Cleric","W","White","{1}{W}","false","W - Spells"
"Leonin Relic-Warder","Creature - Cat Cleric","W","White","{W}{W}","false","W - Cats"
"Leonin Shikari","Creature - Cat Soldier","W","White","{1}{W}","false","W - Equipment 1"
"Light-Paws, Emperor's Voice","Legendary Creature - Fox Advisor","W","White","{1}{W}","false","WU - Auras"
"Lone Missionary","Creature - Kor Monk","W","White","{1}{W}","false","W - Lifegain 1"
"Loyal Warhound","Creature - Dog","W","White","{1}{W}","false","W - Landfall"
"Luminarch Aspirant","Creature - Human Cleric","W","White","{1}{W}","false","W - Heavily Armored 2"
"Mistmeadow Skulk","Creature - Kithkin Rogue","W","White","{1}{W}","false","W - Keywords"
"Nyx-Fleece Ram","Enchantment Creature - Sheep","W","White","{1}{W}","false","W - Lifegain 2"
"Phalanx Leader","Creature - Human Soldier","W","White","{W}{W}","false","W - Heroic"
"Precinct Captain","Creature - Human Soldier","W","White","{W}{W}","false","W - Attack!"
"Professor of Symbology","Creature - Kor Cleric","W","White","{1}{W}","false","GW - Learn"
"Puresteel Paladin","Creature - Human Knight","W","White","{W}{W}","false","W - Equipment 1"
"Quilled Sliver","Creature - Sliver","W","White","{1}{W}","false","W - Slivers"
"Regal Bunnicorn","Creature - Rabbit Unicorn","W","White","{1}{W}","false","W - Rabbits"
"Sand Scout","Creature - Human Scout","W","White","{1}{W}","false","RGW - Deserts"
"Seeker of the Way","Creature - Human Warrior","W","White","{1}{W}","false","W - Spells"
"Selfless Spirit","Creature - Spirit Cleric","W","White","{1}{W}","false","WU - Spirits"
"Selfless Spirit","Creature - Spirit Cleric","W","White","{1}{W}","false","W - Flyers"
"Sensei Golden-Tail","Legendary Creature - Fox Samurai","W","White","{1}{W}","false","GW - Dungeons & Legends"
"Sensei Golden-Tail","Legendary Creature - Fox Samurai","W","White","{1}{W}","false","W - Legendary"
"Senu, Keen-Eyed Protector","Legendary Creature - Bird Scout","W","White","{1}{W}","false","W - Legendary"
"Serra Avenger","Creature - Angel","W","White","{W}{W}","false","W - Serra's Realm"
"Sigiled Paladin","Creature - Human Knight","W","White","{W}{W}","false","W - Exalted"
"Sinew Sliver","Creature - Sliver","W","White","{1}{W}","false","W - Slivers"
"Skyclave Cleric","Creature - Kor Cleric","W","White","{1}{W}","false","W - Blink"
"Skyclave Cleric","Creature - Kor Cleric","W","White","{1}{W}","false","W - Lifegain 1"
"Skyclave Cleric","Creature - Kor Cleric","W","White","{1}{W}","false","W - Lifegain 2"
"Skyclave Cleric","Creature - Kor Cleric","W","White","{1}{W}","false","W - Clerics"
"Skyclave Cleric","Creature - Kor Cleric","W","White","{1}{W}","false","GW - Party Time"
"Soltari Trooper","Creature - Soltari Soldier","W","White","{1}{W}","false","W - Exalted"
"Spellbook Vendor","Creature - Human Peasant","W","White","{1}{W}","false","W - Auras"
"Squadron Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Squadron Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Squadron Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Squadron Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Sunspear Shikari","Creature - Cat Soldier","W","White","{1}{W}","false","W - Equipment 1"
"Suture Priest","Creature - Cleric","W","White","{1}{W}","false","W - Phyrexian"
"Thalia, Guardian of Thraben","Legendary Creature - Human Soldier","W","White","{1}{W}","false","W - Taxes"
"Thalia's Lieutenant","Creature - Human Soldier","W","White","{1}{W}","false","W - Humans"
"Throne Warden","Creature - Human Soldier","W","White","{1}{W}","false","WB - Monarch"
"Thunderous Orator","Creature - Kor Wizard","W","White","{1}{W}","false","W - Keywords"
"Tithe Taker","Creature - Human Soldier","W","White","{1}{W}","false","W - Taxes"
"Twinblade Geist","Creature - Spirit Warrior","W","White","{1}{W}","false","W - Auras"
"Valiant Rescuer","Creature - Human Soldier","W","White","{1}{W}","false","W - Cycling"
"Voice of the Blessed","Creature - Spirit Cleric","W","White","{W}{W}","false","W - Lifegain 2"
"Wall of Omens","Creature - Wall","W","White","{1}{W}","false","W - Blink"
"Welkin Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Welkin Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Welkin Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Welkin Hawk","Creature - Bird","W","White","{1}{W}","false","W - Hawks"
"Youthful Valkyrie","Creature - Angel","W","White","{1}{W}","false","W - Angels 1"
"Abzan Falconer","Creature - Human Soldier","W","White","{2}{W}","false","W - Heavily Armored 1"
"Aerial Responder","Creature - Dwarf Soldier","W","White","{1}{W}{W}","false","W - Flyers"
"Aerial Responder","Creature - Dwarf Soldier","W","White","{1}{W}{W}","false","W - Keywords"
"Ardenn, Intrepid Archaeologist","Legendary Creature - Kor Scout","W","White","{2}{W}","false","W - Equipment 2"
"Aven Riftwatcher","Creature - Bird Rebel Soldier","W","White","{2}{W}","false","W - Rebels"
"Banisher Priest","Creature - Human Cleric","W","White","{1}{W}{W}","false","W - Clerics"
"Blade Splicer","Creature - Human Artificer","W","White","{2}{W}","false","W - Blink"
"Blade Splicer","Creature - Human Artificer","W","White","{2}{W}","false","W - Cycling"
"Blade Splicer","Creature - Human Artificer","W","White","{2}{W}","false","W - Golems"
"Brightmare","Creature - Unicorn","W","White","{2}{W}","false","W - Lifegain 1"
"Brimaz, King of Oreskos","Legendary Creature - Cat Soldier","W","White","{1}{W}{W}","false","W - Cats"
"Danitha Capashen, Paragon","Legendary Creature - Human Knight","W","White","{2}{W}","false","W - Exalted"
"Defiant Vanguard","Creature - Human Rebel","W","White","{2}{W}","false","W - Rebels"
"Devout Chaplain","Creature - Human Cleric","W","White","{2}{W}","false","W - Humans"
"Eidolon of Countless Battles","Enchantment Creature - Spirit","W","White","{1}{W}{W}","false","W - Auras"
"Elenda's Hierophant","Creature - Vampire Cleric","W","White","{2}{W}","false","W - Vampires"
"Elite Spellbinder","Creature - Human Cleric","W","White","{2}{W}","false","W - Taxes"
"Extricator of Sin","Creature - Human Cleric","W","White","{2}{W}","false","W - Populate"
"Fabled Hero","Creature - Human Soldier","W","White","{1}{W}{W}","false","W - Heroic"
"Flickerwisp","Creature - Elemental","W","White","{1}{W}{W}","false","W - Blink"
"Flickerwisp","Creature - Elemental","W","White","{1}{W}{W}","false","WB - Demonic Pact"
"Frontline Medic","Creature - Human Cleric","W","White","{2}{W}","false","W - Attack!"
"Hanged Executioner","Creature - Spirit","W","White","{2}{W}","false","W - Tokens 2"
"Harper Recruiter","Creature - Human Warrior","W","White","{2}{W}","false","GW - Party Time"
"Heliod, Sun-Crowned","Legendary Enchantment Creature - God","W","White","{2}{W}","false","W - Lifegain 2"
"Inspiring Overseer","Creature - Angel Cleric","W","White","{2}{W}","false","W - Angels 3"
"Inspiring Overseer","Creature - Angel Cleric","W","White","{2}{W}","false","WU - Blink"
"Kabira Evangel","Creature - Human Cleric Ally","W","White","{2}{W}","false","W - Allies"
"Kaheera, the Orphanguard","Legendary Creature - Cat Beast","W","Multicolored","{1}{G/W}{G/W}","false","W - Cats"
"Knight Exemplar","Creature - Human Knight","W","White","{1}{W}{W}","false","WB - Knights"
"Kor Sanctifiers","Creature - Kor Cleric","W","White","{2}{W}","false","W - Clerics"
"Lae'zel, Vlaakith's Champion","Legendary Creature - Gith Warrior","W","White","{2}{W}","false","W - Heavily Armored 2"
"Lancer Sliver","Creature - Sliver","W","White","{2}{W}","false","W - Slivers"
"Lantern Scout","Creature - Human Scout Ally","W","White","{2}{W}","false","W - Allies"
"Lin Sivvi, Defiant Hero","Legendary Creature - Human Rebel","W","White","{1}{W}{W}","false","W - Rebels"
"Linden, the Steadfast Queen","Legendary Creature - Human Noble","W","White","{W}{W}{W}","false","W - Lifegain 2"
"Mavren Fein, Dusk Apostle","Legendary Creature - Vampire Cleric","W","White","{2}{W}","false","W - Vampires"
"Militia Bugler","Creature - Human Soldier","W","White","{2}{W}","false","RW - Reanimate"
"Mirror Entity","Creature - Shapeshifter","W","White","{2}{W}","false","W - Slivers"
"Mirror Entity","Creature - Shapeshifter","W","White","{2}{W}","false","GW - Party Time"
"Monastery Mentor","Creature - Human Monk","W","White","{2}{W}","false","W - Spells"
"Monastery Mentor","Creature - Human Monk","W","White","{2}{W}","false","GW - Learn"
"Nadaar, Selfless Paladin","Legendary Creature - Dragon Knight","W","White","{2}{W}","false","GW - Dungeons & Legends"
"Porcelain Legionnaire","Artifact Creature - Soldier","W","White","{2}{W/P}","false","5C - Phyrexian"
"Porcelain Legionnaire","Artifact Creature - Soldier","W","White","{2}{W/P}","false","W - Phyrexian"
"Porcelain Legionnaire","Artifact Creature - Soldier","W","White","{2}{W/P}","false","W - Artifacts"
"Prava of the Steel Legion","Legendary Creature - Cat Soldier","W","White","{2}{W}","false","W - Tokens 1"
"Priest of Ancient Lore","Creature - Dwarf Cleric","W","White","{2}{W}","false","W - Clerics"
"Reidane, God of the Worthy","Legendary Creature - God","W","White","{2}{W}","false","W - Taxes"
"Resplendent Angel","Creature - Angel","W","White","{1}{W}{W}","false","W - Lifegain 1"
"Resplendent Angel","Creature - Angel","W","White","{1}{W}{W}","false","W - Angels 1"
"Righteous Valkyrie","Creature - Angel Cleric","W","White","{2}{W}","false","W - Angels 2"
"Rosie Cotton of South Lane","Legendary Creature - Halfling Peasant","W","White","{2}{W}","false","W - Tokens 2"
"Sandsteppe Outcast","Creature - Human Warrior","W","White","{2}{W}","false","W - Tokens 2"
"Siege Striker","Creature - Human Soldier","W","White","{2}{W}","false","W - Exalted"
"Sigrid, God-Favored","Legendary Creature - Human Warrior","W","White","{1}{W}{W}","false","W - Legendary"
"Skyclave Apparition","Creature - Kor Spirit","W","White","{1}{W}{W}","false","WU - Spirits"
"Soraya the Falconer","Legendary Creature - Human","W","White","{1}{W}{W}","false","W - Hawks"
"Starnheim Aspirant","Creature - Human Cleric","W","White","{2}{W}","false","W - Angels 3"
"Sunscourge Champion","Creature - Human Wizard","W","White","{2}{W}","false","W - Populate"
"Tethmos High Priest","Creature - Cat Cleric","W","White","{2}{W}","false","W - Heroic"
"Thalia, Heretic Cathar","Legendary Creature - Human Soldier","W","White","{2}{W}","false","W - Humans"
"Thalia, Heretic Cathar","Legendary Creature - Human Soldier","W","White","{2}{W}","false","W - Taxes"
"Twilight Drover","Creature - Spirit","W","White","{2}{W}","false","W - Heavily Armored 2"
"Twilight Drover","Creature - Spirit","W","White","{2}{W}","false","W - Tokens 2"
"Welcoming Vampire","Creature - Vampire","W","White","{2}{W}","false","W - Vampires"
"Whipgrass Entangler","Creature - Human Cleric","W","White","{2}{W}","false","W - Clerics"
"Angel of Condemnation","Creature - Angel","W","White","{2}{W}{W}","false","W - Angels 3"
"Angel of Condemnation","Creature - Angel","W","White","{2}{W}{W}","false","W - Keywords"
"Archangel of Tithes","Creature - Angel","W","White","{1}{W}{W}{W}","false","W - Angels 1"
"Archangel of Wrath","Creature - Angel","W","Multicolored","{2}{W}{W}","false","W - Angels 1"
"Armored Skyhunter","Creature - Cat Knight","W","White","{3}{W}","false","W - Equipment 1"
"Balan, Wandering Knight","Legendary Creature - Cat Knight","W","White","{2}{W}{W}","false","W - Equipment 2"
"Ballista Squad","Creature - Human Rebel","W","White","{3}{W}","false","W - Rebels"
"Basri's Lieutenant","Creature - Human Knight","W","White","{3}{W}","false","W - Heavily Armored 1"
"Bishop of Binding","Creature - Vampire Cleric","W","White","{3}{W}","false","W - Vampires"
"Cho-Manno, Revolutionary","Legendary Creature - Human Rebel","W","White","{2}{W}{W}","false","W - Rebels"
"Cubwarden","Creature - Cat","W","White","{3}{W}","false","W - Cats"
"Emeria Angel","Creature - Angel","W","White","{2}{W}{W}","false","W - Flyers"
"Emeria Angel","Creature - Angel","W","White","{2}{W}{W}","false","W - Landfall"
"Essence Sliver","Creature - Sliver","W","White","{3}{W}","false","W - Slivers"
"Gisela, the Broken Blade","Legendary Creature - Angel Horror","W","White","{2}{W}{W}","false","W - Angels 2"
"Go-Shintai of Shared Purpose","Legendary Enchantment Creature - Shrine","W","White","{3}{W}","false","5C - Shrines"
"Halvar, God of Battle","Legendary Creature - God","W","White","{2}{W}{W}","false","W - Equipment 2"
"Hero of Bladehold","Creature - Human Knight","W","White","{2}{W}{W}","false","W - Attack!"
"Icingdeath, Frost Tyrant","Legendary Creature - Dragon","W","White","{2}{W}{W}","false","W - Flyers"
"Lossarnach Captain","Creature - Human Soldier","W","White","{3}{W}","false","W - Humans"
"Mangara, the Diplomat","Legendary Creature - Human Cleric","W","White","{3}{W}","false","W - Taxes"
"Master Splicer","Creature - Human Artificer","W","White","{3}{W}","false","W - Golems"
"Merchant of Truth","Creature - Angel Detective","W","White","{2}{W}{W}","false","W - Exalted"
"Myrel, Shield of Argive","Legendary Creature - Human Soldier","W","White","{3}{W}","false","W - Legendary"
"Nesting Dovehawk","Creature - Bird","W","White","{3}{W}","false","W - Populate"
"Odric, Lunarch Marshal","Legendary Creature - Human Soldier","W","White","{3}{W}","false","W - Keywords"
"Odric, Master Tactician","Legendary Creature - Human Soldier","W","White","{2}{W}{W}","false","W - Humans"
"Rebbec, Architect of Ascension","Legendary Creature - Human Artificer","W","White","{3}{W}","false","W - Artifacts"
"Regal Sliver","Creature - Sliver","W","White","{3}{W}","false","W - Slivers"
"Restoration Angel","Creature - Angel","W","White","{3}{W}","false","W - Blink"
"Sanctum Gargoyle","Artifact Creature - Gargoyle","W","White","{3}{W}","false","W - Artifacts"
"Squad Commander","Creature - Kor Warrior","W","White","{3}{W}","false","GW - Party Time"
"Sublime Archangel","Creature - Angel","W","White","{2}{W}{W}","false","W - Exalted"
"Teshar, Ancestor's Apostle","Legendary Creature - Bird Cleric","W","White","{3}{W}","false","GW - Dungeons & Legends"
"Teshar, Ancestor's Apostle","Legendary Creature - Bird Cleric","W","White","{3}{W}","false","W - Legendary"
"Thraben Watcher","Creature - Angel","W","White","{2}{W}{W}","false","W - Angels 3"
"Trove Warden","Creature - Cat Beast","W","White","{2}{W}{W}","false","W - Landfall"
"Angel of Invention","Creature - Angel","W","White","{3}{W}{W}","false","W - Tokens 2"
"Angel of Sanctions","Creature - Angel","W","White","{3}{W}{W}","false","W - Populate"
"Angelic Overseer","Creature - Angel","W","White","{3}{W}{W}","false","W - Humans"
"Archangel of Thune","Creature - Angel","W","White","{3}{W}{W}","false","W - Lifegain 2"
"Autonomous Assembler","Artifact Creature - Assembly-Worker","W","White","{5}","false","W - Artifacts"
"Battlegrace Angel","Creature - Angel","W","White","{3}{W}{W}","false","W - Exalted"
"Battletide Alchemist","Creature - Kithkin Cleric","W","White","{3}{W}{W}","false","W - Clerics"
"Bishop of Rebirth","Creature - Vampire Cleric","W","White","{3}{W}{W}","false","W - Vampires"
"Bronze Guardian","Artifact Creature - Golem","W","White","{4}{W}","false","W - Golems"
"Cloudgoat Ranger","Creature - Giant Warrior","W","White","{3}{W}{W}","false","W - Blink"
"Crested Sunmare","Creature - Horse","W","White","{3}{W}{W}","false","W - Lifegain 1"
"Elite Scaleguard","Creature - Human Soldier","W","White","{4}{W}","false","W - Heavily Armored 1"
"Hero of Goma Fada","Creature - Human Knight Ally","W","White","{4}{W}","false","W - Allies"
"Karmic Guide","Creature - Angel Spirit","W","White","{3}{W}{W}","false","RW - Reanimate"
"Radiant, Archangel","Legendary Creature - Angel","W","White","{3}{W}{W}","false","W - Serra's Realm"
"Regal Caracal","Creature - Cat","W","White","{3}{W}{W}","false","W - Cats"
"Reveillark","Creature - Elemental","W","White","{4}{W}","false","RW - Reanimate"
"Scion of Vitu-Ghazi","Creature - Elemental","W","White","{3}{W}{W}","false","W - Populate"
"Spelltithe Enforcer","Creature - Elephant Wizard","W","White","{3}{W}{W}","false","W - Taxes"
"Stonehewer Giant","Creature - Giant Warrior","W","White","{3}{W}{W}","false","W - Equipment 2"
"Timeless Dragon","Creature - Dragon","W","White","{3}{W}{W}","false","W - Populate"
"Venerated Loxodon","Creature - Elephant Cleric","W","White","{4}{W}","false","W - Heavily Armored 1"
"Wingmate Roc","Creature - Bird","W","White","{3}{W}{W}","false","W - Flyers"
"Alabaster Host Intercessor","Creature - Phyrexian Samurai","W","White","{5}{W}","false","W - Phyrexian"
"Angelic Skirmisher","Creature - Angel","W","White","{4}{W}{W}","false","W - Keywords"
"Constricting Sliver","Creature - Sliver","W","White","{5}{W}","false","W - Slivers"
"Eagles of the North","Creature - Bird Soldier","W","White","{5}{W}","false","W - Cycling"
"Exalted Angel","Creature - Angel","W","White","{4}{W}{W}","false","W - Angels 2"
"Harmonious Archon","Creature - Archon","W","White","{4}{W}{W}","false","W - Tokens 2"
"Linvala, the Preserver","Legendary Creature - Angel","W","White","{4}{W}{W}","false","W - Angels 3"
"Noble Templar","Creature - Human Cleric Soldier","W","White","{5}{W}","false","WB - Clerics"
"Pristine Angel","Creature - Angel","W","White","{4}{W}{W}","false","W - Angels 3"
"Steel Seraph","Artifact Creature - Angel","W","White","{6}","false","W - Angels 2"
"Sun Titan","Creature - Giant","W","White","{4}{W}{W}","false","W - Landfall"
"Sunblast Angel","Creature - Angel","W","White","{4}{W}{W}","false","W - Angels 1"
"Valkyrie Harbinger","Creature - Angel Cleric","W","White","{4}{W}{W}","false","W - Lifegain 1"
"Akroma, Vision of Ixidor","Legendary Creature - Angel","W","White","{5}{W}{W}","false","W - Keywords"
"Bruna, the Fading Light","Legendary Creature - Angel Horror","W","White","{5}{W}{W}","false","W - Angels 2"
"Elesh Norn, Grand Cenobite","Legendary Creature - Praetor","W","White","{5}{W}{W}","false","W - Phyrexian"
"Eternal Dragon","Creature - Dragon Spirit","W","White","{5}{W}{W}","false","W - Cycling"
"Radiant, Serra Archangel","Legendary Creature - Angel","W","White","{6}{W}","false","W - Serra's Realm"
"Sephara, Sky's Blade","Legendary Creature - Angel","W","White","{4}{W}{W}{W}","false","W - Flyers"
"Basri Ket","Legendary Planeswalker - Basri","W","White","{1}{W}{W}","false","W - Attack!"
"Gideon of the Trials","Legendary Planeswalker - Gideon","W","White","{1}{W}{W}","false","WB - Demonic Pact"
"Ajani Goldmane","Legendary Planeswalker - Ajani","W","White","{2}{W}{W}","false","W - Cats"
"Ajani, Adversary of Tyrants","Legendary Planeswalker - Ajani","W","White","{2}{W}{W}","false","W - Heavily Armored 2"
"Ajani, Strength of the Pride","Legendary Planeswalker - Ajani","W","White","{2}{W}{W}","false","W - Lifegain 2"
"Elspeth, Knight-Errant","Legendary Planeswalker - Elspeth","W","White","{2}{W}{W}","false","W - Elspeth"
"Gideon, Ally of Zendikar","Legendary Planeswalker - Gideon","W","White","{2}{W}{W}","false","W - Allies"
"Serra the Benevolent","Legendary Planeswalker - Serra","W","White","{2}{W}{W}","false","W - Serra's Realm"
"Nahiri, the Lithomancer","Legendary Planeswalker - Nahiri","W","White","{3}{W}{W}","false","W - Equipment 2"
"Elspeth, Sun's Champion","Legendary Planeswalker - Elspeth","W","White","{4}{W}{W}","false","W - Elspeth"
"Built to Last","Instant","W","White","{W}","false","W - Golems"
"Cloudshift","Instant","W","White","{W}","false","W - Golems"
"Condemn","Instant","W","White","{W}","false","W - Serra's Realm"
"Dispatch","Instant","W","White","{W}","false","W - Golems"
"Elspeth's Smite","Instant","W","White","{W}","false","W - Elspeth"
"Emerge Unscathed","Instant","W","White","{W}","false","W - Heroic"
"Emerge Unscathed","Instant","W","White","{W}","false","W - Spells"
"Ephemerate","Instant","W","White","{W}","false","W - Blink"
"Fight as One","Instant","W","White","{W}","false","RW - Heroic"
"Harm's Way","Instant","W","White","{W}","false","W - Clerics"
"Light of Hope","Instant","W","White","{W}","false","W - Lifegain 1"
"Shields of Velis Vel","Tribal Instant - Shapeshifter","W","White","{W}","false","W - Slivers"
"Angelic Intervention","Instant","W","White","{1}{W}","false","W - Heavily Armored 2"
